ANZSCO_Code,ANZSCO_Title,Technology_tool,,
1111,Chief Executives and Managing Directors,Enterprise resource planning ERP software,,
1111,Chief Executives and Managing Directors,Project management software,,
1111,Chief Executives and Managing Directors,Accounting software,,
1111,Chief Executives and Managing Directors,Data base user interface and query software,,
1112,General Managers,Enterprise resource planning ERP software,,
1112,General Managers,Data base user interface and query software,,
1112,General Managers,"Simulation, design and modelling software",,
1112,General Managers,Data base reporting software,,
1112,General Managers,Customer relationship management CRM software,,
1112,General Managers,Business intelligence and data analysis software,,
1213,Livestock Farmers,Enterprise resource planning ERP software,,
1213,Livestock Farmers,GPS receivers,,
1214,Mixed Crop and Livestock Farmers,Enterprise resource planning ERP software,,
1214,Mixed Crop and Livestock Farmers,GPS receivers,,
1321,Corporate Services Managers,Enterprise resource planning ERP software,,
1321,Corporate Services Managers,Data base reporting software,,
1321,Corporate Services Managers,Project management software,,
1321,Corporate Services Managers,Customer relationship management CRM software,,
1321,Corporate Services Managers,Data base user interface and query software,,
1322,Finance Managers,Enterprise resource planning ERP software,,
1322,Finance Managers,Data base reporting software,,
1322,Finance Managers,Network conferencing software,,
1322,Finance Managers,Financial analysis software,,
1322,Finance Managers,Accounting software,,
1322,Finance Managers,Business intelligence and data analysis software,,
1323,Human Resource Managers,Document management software,,
1323,Human Resource Managers,Enterprise resource planning ERP software,,
1323,Human Resource Managers,Social media and web publishing software,,
1323,Human Resource Managers,Financial analysis software,,
1323,Human Resource Managers,Human resources software,,
1324,Policy and Planning Managers,Enterprise resource planning ERP software,,
1324,Policy and Planning Managers,Project management software,,
1324,Policy and Planning Managers,Content workflow software,,
1324,Policy and Planning Managers,Web platform development software,,
1324,Policy and Planning Managers,Data base user interface and query software,,
1325,Research and Development Managers,Graphics or photo imaging software,,
1325,Research and Development Managers,Project management software,,
1325,Research and Development Managers,Data base user interface and query software,,
1325,Research and Development Managers,"Simulation, design and modelling software",,
1325,Research and Development Managers,Database management software,,
1331,Construction Managers,Project management software,,
1331,Construction Managers,Enterprise resource planning ERP software,,
1331,Construction Managers,Data base user interface and query software,,
1331,Construction Managers,Computer aided design CAD software,,
1331,Construction Managers,Graphics or photo imaging software,,
1332,Engineering Managers,Object oriented development software,,
1332,Engineering Managers,Development environment software,,
1332,Engineering Managers,Project management software,,
1332,Engineering Managers,Web platform development software,,
1332,Engineering Managers,Database management software,,
1332,Engineering Managers,Enterprise resource planning ERP software,,
1333,"Importers, Exporters and Wholesalers",Enterprise resource planning ERP software,,
1333,"Importers, Exporters and Wholesalers",Data base user interface and query software,,
1333,"Importers, Exporters and Wholesalers",Accounting software,,
1333,"Importers, Exporters and Wholesalers",Business intelligence and data analysis software,,
1336,"Supply, Distribution and Procurement Managers",Enterprise resource planning ERP software,,
1336,"Supply, Distribution and Procurement Managers",Financial analysis software,,
1336,"Supply, Distribution and Procurement Managers",Data base user interface and query software,,
1336,"Supply, Distribution and Procurement Managers",Project management software,,
1336,"Supply, Distribution and Procurement Managers",Graphics or photo imaging software,,
1341,Child Care Centre Managers,Accounting software,,
1342,Health and Welfare Services Managers,Social media and web publishing software,,
1342,Health and Welfare Services Managers,Data base user interface and query software,,
1342,Health and Welfare Services Managers,Customer relationship management CRM software,,
1342,Health and Welfare Services Managers,Project management software,,
1342,Health and Welfare Services Managers,Enterprise resource planning ERP software,,
1343,School Principals,"Simulation, design and modelling software",,
1343,School Principals,Enterprise resource planning ERP software,,
1343,School Principals,Project management software,,
1343,School Principals,Database management software,,
1343,School Principals,Data base user interface and query software,,
1344,Other Education Managers,Social media and web publishing software,,
1344,Other Education Managers,Enterprise resource planning ERP software,,
1344,Other Education Managers,Data base user interface and query software,,
1344,Other Education Managers,"Simulation, design and modelling software",,
1344,Other Education Managers,Project management software,,
1351,ICT Managers,Enterprise resource planning ERP software,,
1351,ICT Managers,Project management software,,
1351,ICT Managers,Data base reporting software,,
1351,ICT Managers,Data base user interface and query software,,
1351,ICT Managers,Development environment software,,
1351,ICT Managers,Object oriented development software,,
1351,ICT Managers,Web platform development software,,
1411,Cafe and Restaurant Managers,Data base user interface and query software,,
1411,Cafe and Restaurant Managers,Accounting software,,
1411,Cafe and Restaurant Managers,Graphics or photo imaging software,,
1411,Cafe and Restaurant Managers,Object oriented development software,,
1413,Hotel and Motel Managers,Social media and web publishing software,,
1413,Hotel and Motel Managers,Enterprise resource planning ERP software,,
1413,Hotel and Motel Managers,EFTPOS and card reading machines,,
1413,Hotel and Motel Managers,Premise branch exchange PBX systems,,
1413,Hotel and Motel Managers,Data base user interface and query software,,
1421,Retail Managers,Social media and web publishing software,,
1421,Retail Managers,Customer relationship management CRM software,,
1421,Retail Managers,Financial analysis software,,
1421,Retail Managers,Enterprise resource planning ERP software,,
1421,Retail Managers,Project management software,,
1491,"Amusement, Fitness and Sports Centre Managers",Document management software,,
1493,Conference and Event Organisers,Social media and web publishing software,,
1493,Conference and Event Organisers,Graphics or photo imaging software,,
1493,Conference and Event Organisers,Financial analysis software,,
1493,Conference and Event Organisers,Customer relationship management CRM software,,
2113,Photographers,Social media and web publishing software,,
2113,Photographers,Web page creation and editing software,,
2113,Photographers,Graphics or photo imaging software,,
2113,Photographers,Video creation and editing software,,
2113,Photographers,Accounting software,,
2113,Photographers,Document management software,,
2113,Photographers,Data base user interface and query software,,
2114,Visual Arts and Crafts Professionals,Graphics or photo imaging software,,
2114,Visual Arts and Crafts Professionals,Social media and web publishing software,,
2114,Visual Arts and Crafts Professionals,Accounting software,,
2114,Visual Arts and Crafts Professionals,Document management software,,
2114,Visual Arts and Crafts Professionals,Enterprise application integration software,,
2114,Visual Arts and Crafts Professionals,Object oriented development software,,
2114,Visual Arts and Crafts Professionals,EFTPOS and card reading machines,,
2123,"Film, Television, Radio and Stage Directors",Graphics or photo imaging software,,
2123,"Film, Television, Radio and Stage Directors",Video creation and editing software,,
2123,"Film, Television, Radio and Stage Directors",Social media and web publishing software,,
2123,"Film, Television, Radio and Stage Directors",Music or sound editing software,,
2123,"Film, Television, Radio and Stage Directors",Web platform development software,,
2123,"Film, Television, Radio and Stage Directors",Enterprise application integration software,,
2124,Journalists and Other Writers,Social media and web publishing software,,
2124,Journalists and Other Writers,Data base user interface and query software,,
2124,Journalists and Other Writers,Video creation and editing software,,
2124,Journalists and Other Writers,Web platform development software,,
2221,Financial Brokers,Customer relationship management CRM software,,
2221,Financial Brokers,Accounting software,,
2221,Financial Brokers,Financial analysis software,,
2221,Financial Brokers,Transaction server software,,
2222,Financial Dealers,Object oriented development software,,
2222,Financial Dealers,"Simulation, design and modelling software",,
2222,Financial Dealers,Development environment software,,
2222,Financial Dealers,Data base user interface and query software,,
2222,Financial Dealers,Transaction server software,,
2232,ICT Trainers,Network conferencing software,,
2232,ICT Trainers,Project management software,,
2232,ICT Trainers,Computer based training software,,
2232,ICT Trainers,Graphics or photo imaging software,,
2233,Training and Development Professionals,Enterprise resource planning ERP software,,
2233,Training and Development Professionals,Computer based training software,,
2233,Training and Development Professionals,Graphics or photo imaging software,,
2233,Training and Development Professionals,Web platform development software,,
2233,Training and Development Professionals,Project management software,,
2243,Economists,"Simulation, design and modelling software",,
2243,Economists,Object oriented development software,,
2243,Economists,Development environment software,,
2243,Economists,Database management software,,
2243,Economists,Data base user interface and query software,,
2245,Land Economists and Valuers,Computer aided design CAD software,,
2245,Land Economists and Valuers,Document management software,,
2245,Land Economists and Valuers,Enterprise application integration software,,
2245,Land Economists and Valuers,Data base user interface and query software,,
2246,Librarians,Social media and web publishing software,,
2246,Librarians,Web page creation and editing software,,
2246,Librarians,Web platform development software,,
2246,Librarians,Project management software,,
2246,Librarians,Enterprise application integration software,,
2246,Librarians,Object oriented development software,,
2251,Advertising and Marketing Professionals,Social media and web publishing software,,
2251,Advertising and Marketing Professionals,Graphics or photo imaging software,,
2251,Advertising and Marketing Professionals,Customer relationship management CRM software,,
2251,Advertising and Marketing Professionals,"Simulation, design and modelling software",,
2251,Advertising and Marketing Professionals,Data mining software,,
2251,Advertising and Marketing Professionals,Enterprise resource planning ERP software,,
2252,ICT Sales Professionals,Enterprise resource planning ERP software,,
2252,ICT Sales Professionals,Customer relationship management CRM software,,
2252,ICT Sales Professionals,Object oriented development software,,
2252,ICT Sales Professionals,Data base user interface and query software,,
2252,ICT Sales Professionals,Project management software,,
2253,Public Relations Professionals,Social media and web publishing software,,
2253,Public Relations Professionals,Graphics or photo imaging software,,
2253,Public Relations Professionals,Project management software,,
2253,Public Relations Professionals,Customer relationship management CRM software,,
2253,Public Relations Professionals,Data base user interface and query software,,
2254,Technical Sales Representatives,Enterprise resource planning ERP software,,
2254,Technical Sales Representatives,Object oriented development software,,
2254,Technical Sales Representatives,Customer relationship management CRM software,,
2254,Technical Sales Representatives,Data base user interface and query software,,
2254,Technical Sales Representatives,Enterprise application integration software,,
2311,Air Transport Professionals,Aircraft communication systems,,
2311,Air Transport Professionals,Aircraft guidance systems,,
2322,Surveyors and Spatial Scientists,Computer aided design CAD software,,
2322,Surveyors and Spatial Scientists,GPS receivers,,
2322,Surveyors and Spatial Scientists,Map creation software,,
2325,Interior Designers,Computer aided design CAD software,,
2325,Interior Designers,Graphics or photo imaging software,,
2325,Interior Designers,Video creation and editing software,,
2325,Interior Designers,Document management software,,
2326,Urban and Regional Planners,Graphics or photo imaging software,,
2326,Urban and Regional Planners,Computer aided design CAD software,,
2326,Urban and Regional Planners,Project management software,,
2326,Urban and Regional Planners,Enterprise resource planning ERP software,,
2326,Urban and Regional Planners,Map creation software,,
2333,Electrical Engineers,Computer aided design CAD software,,
2333,Electrical Engineers,Industrial control software,,
2333,Electrical Engineers,Enterprise resource planning ERP software,,
2333,Electrical Engineers,Project management software,,
2333,Electrical Engineers,Object oriented development software,,
2333,Electrical Engineers,Development environment software,,
2333,Electrical Engineers,Data base user interface and query software,,
2334,Electronics Engineers,Computer aided design CAD software,,
2334,Electronics Engineers,Object oriented development software,,
2334,Electronics Engineers,"Simulation, design and modelling software",,
2334,Electronics Engineers,Development environment software,,
2334,Electronics Engineers,Enterprise application integration software,,
2341,Agricultural and Forestry Scientists,Map creation software,,
2341,Agricultural and Forestry Scientists,"Simulation, design and modelling software",,
2341,Agricultural and Forestry Scientists,GPS receivers,,
2341,Agricultural and Forestry Scientists,Object oriented development software,,
2341,Agricultural and Forestry Scientists,Rapid amplification or complementary deoxyribonucleic acid ends RACE technology products,,
2341,Agricultural and Forestry Scientists,Data base user interface and query software,,
2344,"Geologists, Geophysicists and Hydrogeologists",Map creation software,,
2344,"Geologists, Geophysicists and Hydrogeologists",Data base user interface and query software,,
2344,"Geologists, Geophysicists and Hydrogeologists",Object oriented development software,,
2344,"Geologists, Geophysicists and Hydrogeologists",Project management software,,
2344,"Geologists, Geophysicists and Hydrogeologists","Simulation, design and modelling software",,
2346,Medical Laboratory Scientists,"Simulation, design and modelling software",,
2346,Medical Laboratory Scientists,Object oriented development software,,
2346,Medical Laboratory Scientists,Data base user interface and query software,,
2346,Medical Laboratory Scientists,Complementary DNA synthesis kits,,
2346,Medical Laboratory Scientists,DNA sequence analysers,,
2347,Veterinarians,CT / CAT scanning equipment,,
2347,Veterinarians,Document management software,,
2347,Veterinarians,MRI scanning equipment,,
2347,Veterinarians,Radiation therapy equipment,,
2347,Veterinarians,Data base user interface and query software,,
2412,Primary School Teachers,Computer based training software,,
2412,Primary School Teachers,Data base user interface and query software,,
2412,Primary School Teachers,Graphics or photo imaging software,,
2412,Primary School Teachers,Project management software,,
2413,Middle School Teachers,Computer based training software,,
2413,Middle School Teachers,Project management software,,
2413,Middle School Teachers,Social media and web publishing software,,
2413,Middle School Teachers,Video creation and editing software,,
2413,Middle School Teachers,Data base user interface and query software,,
2414,Secondary School Teachers,Data base user interface and query software,,
2414,Secondary School Teachers,Project management software,,
2415,Special Education Teachers,Computer based training software,,
2415,Special Education Teachers,Video creation and editing software,,
2415,Special Education Teachers,Project management software,,
2415,Special Education Teachers,Data base user interface and query software,,
2422,Vocational Education Teachers,Computer based training software,,
2422,Vocational Education Teachers,High capacity removable media drives,,
2422,Vocational Education Teachers,Data base user interface and query software,,
2491,Education Advisers and Reviewers,Computer based training software,,
2491,Education Advisers and Reviewers,Database management software,,
2491,Education Advisers and Reviewers,Enterprise application integration software,,
2491,Education Advisers and Reviewers,Object oriented development software,,
2491,Education Advisers and Reviewers,Graphics or photo imaging software,,
2492,Private Tutors and Teachers,Social media and web publishing software,,
2492,Private Tutors and Teachers,Data base user interface and query software,,
2492,Private Tutors and Teachers,Graphics or photo imaging software,,
2492,Private Tutors and Teachers,Document management software,,
2492,Private Tutors and Teachers,Web platform development software,,
2511,Nutrition Professionals,"Simulation, design and modelling software",,
2511,Nutrition Professionals,Graphics or photo imaging software,,
2511,Nutrition Professionals,Data base user interface and query software,,
2521,Chiropractors and Osteopaths,"Patient management, diagnostic and medical imaging software",,
2523,Dental Practitioners,"Patient management, diagnostic and medical imaging software",,
2523,Dental Practitioners,Blood pressure monitors,,
2524,Occupational Therapists,Social media and web publishing software,,
2524,Occupational Therapists,Data base user interface and query software,,
2525,Physiotherapists,"Patient management, diagnostic and medical imaging software",,
2526,Podiatrists,Medical x ray units for general diagnostic use,,
2526,Podiatrists,Data base user interface and query software,,
2532,Anaesthetists,"Patient management, diagnostic and medical imaging software",,
2532,Anaesthetists,Patient controlled analgesia infusion pumps,,
2532,Anaesthetists,Data base user interface and query software,,
2533,Specialist Physicians,"Patient management, diagnostic and medical imaging software",,
2534,Psychiatrists,"Patient management, diagnostic and medical imaging software",,
2535,Surgeons,"Patient management, diagnostic and medical imaging software",,
2535,Surgeons,Medical x ray units for general diagnostic use,,
2535,Surgeons,Patient controlled analgesia infusion pumps,,
2541,Midwives,Data base user interface and query software,,
2541,Midwives,"Patient management, diagnostic and medical imaging software",,
2541,Midwives,Project management software,,
2541,Midwives,Blood pressure monitors,,
2541,Midwives,Non invasive bi level machines,,
2541,Midwives,Non invasive continuous positive air pressure machines CPAP,,
2541,Midwives,Patient controlled analgesia infusion pumps,,
2543,Nurse Managers,Data base user interface and query software,,
2543,Nurse Managers,Social media and web publishing software,,
2543,Nurse Managers,Enterprise resource planning ERP software,,
2543,Nurse Managers,Financial analysis software,,
2543,Nurse Managers,"Patient management, diagnostic and medical imaging software",,
2543,Nurse Managers,Development environment software,,
2543,Nurse Managers,Project management software,,
2543,Nurse Managers,Blood pressure monitors,,
2543,Nurse Managers,Non invasive bi level machines,,
2543,Nurse Managers,Non invasive continuous positive air pressure machines CPAP,,
2543,Nurse Managers,Patient controlled analgesia infusion pumps,,
2544,Registered Nurses,Data base user interface and query software,,
2544,Registered Nurses,"Patient management, diagnostic and medical imaging software",,
2544,Registered Nurses,Project management software,,
2544,Registered Nurses,Blood pressure monitors,,
2544,Registered Nurses,Non invasive bi level machines,,
2544,Registered Nurses,Non invasive continuous positive air pressure machines CPAP,,
2544,Registered Nurses,Patient controlled analgesia infusion pumps,,
2611,ICT Business and Systems Analysts,Enterprise resource planning ERP software,,
2611,ICT Business and Systems Analysts,Data base user interface and query software,,
2611,ICT Business and Systems Analysts,Data base reporting software,,
2611,ICT Business and Systems Analysts,Object oriented development software,,
2611,ICT Business and Systems Analysts,Business intelligence and data analysis software,,
2611,ICT Business and Systems Analysts,Development environment software,,
2611,ICT Business and Systems Analysts,Web platform development software,,
2611,ICT Business and Systems Analysts,Project management software,,
2611,ICT Business and Systems Analysts,Financial analysis software,,
2633,Telecommunications Engineering Professionals,Development environment software,,
2633,Telecommunications Engineering Professionals,Computer aided design CAD software,,
2633,Telecommunications Engineering Professionals,Data base user interface and query software,,
2633,Telecommunications Engineering Professionals,Graphics or photo imaging software,,
